CHROM_POS	1048_F.freq	1048_G.freq	1048_H.freq	1048_I.freq	1048_J.freq	1115_A_fixed.freq	1115_B_fixed.freq	1115_C.freq	1586_B.freq	1586_C.freq	1586_D.freq	1586_E.freq	1586_F.freq	1586_G.freq	1586_I.freq	1586_J.freq	1586_K.freq	1586_N.freq	1586_O.freq	1586_P.freq	1586_Q.freq	1586_R.freq	1586_S.freq	1600_F.freq	1600_G.freq	1600_H.freq	1600_I.freq	1600_J.freq	2065_A.freq	2065_B.freq	2065_C.freq	2424_E.freq	2424_N.freq	2487_A.freq	2487_B.freq	2487_C.freq	2487_D.freq	2487_E.freq	2487_F.freq	3386_A.freq	3386_AB.freq	3386_AD.freq	3386_AE.freq	3386_AG.freq	3386_AH.freq	3386_AI.freq	3386_AJ.freq	3386_AK.freq	3386_AL.freq	3386_C.freq	3386_D.freq	3386_E.freq	3386_F.freq	3386_G.freq	3386_H.freq	3386_I.freq	3386_J.freq	3386_M.freq	3386_N.freq	3386_O.freq	3386_S.freq	3386_T.freq	3386_U.freq	3386_W.freq	3386_X.freq	3386_Y.freq	3386_Z.freq	3722_CJ.freq	3722_CL.freq	3722_CM.freq	3722_CN.freq	3722_CO.freq	3722_CP.freq
hypothetical_protein19_4908	0.390769	0.374737	0.475	-	0.629412	0.027069	0.01	0.0262295	0.490857	0.838	0.698696	0.759189	0.5215	-	0.701429	-	0.595918	0.597812	0.654286	0.61	0.7525	0.8125	0.774211	0.6625	0.8875	0.659687	0.583158	0.432206	0.01	0.01	0.0480769	0.01	0.0335714	0.01	0.01	0.01	0.01	0.01	0.0225316	0.01	0.01	0.01	0.01	0.028	0.01	0.0378873	0.01	0.01	0.01	0.043	0.03475	0.01	0.0375	0.01	0.01	0.01	0.01	0.0335714	0.01	0.0441379	0.01	0.01	0.01	0.01	0.01	0.043	0.01	0.01	-	0.01	-	0.0222222	0.01
hypothetical_protein19_4945	-	-	-	-	-	-	0.7822	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein19_4946	-	-	-	-	-	-	0.437059	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.3895	-	-	-	-	0.440435	0.208	0.4225	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.294625	-	0.828889	0.361711
hypothetical_protein19_4986	-	0.76	0.82	-	-	-	-	-	-	-	-	0.873077	-	-	0.893421	-	-	0.907692	-	0.894118	-	-	0.84717	-	-	0.578033	0.523333	0.464426	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.620274	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein19_5080	-	0.894118	0.85	-	-	-	-	-	-	-	-	-	-	-	0.844231	-	0.720769	-	-	0.82	-	-	0.802439	0.481429	-	0.67825	0.494898	0.38125	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.607143	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein19_520	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.85	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein19_5203	-	-	-	-	-	-	-	-	-	0.76	-	-	0.9	0.34	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein19_5224	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.889796	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein19_5231	-	0.877273	0.625	0.894118	-	-	-	-	-	-	-	-	-	-	-	-	0.91	0.836364	-	-	-	-	-	0.55	0.84	0.505	0.604	0.534118	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.62875	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein19_5265	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.83125	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein19_5293	-	-	-	-	-	-	-	-	-	-	-	-	-	0.85	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein19_53	-	-	-	-	-	0.01	0.01	0.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.01	0.01	0.05125	-	-	0.01	0.01	0.01	0.01	0.01	-	-	0.1	-	-	-	-	0.314615	-	-	-	-	-	-	-	0.1	-	-	-	-	-	-	-	0.2125	-	-	-	-	-	0.01	0.01	0.01	-	0.01	0.01
hypothetical_protein19_559	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein19_588	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.142	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein19_589	-	-	-	-	-	-	-	-	-	0.814706	-	0.835	0.834694	0.332826	-	0.8425	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein19_612	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.065	0.01	0.166316	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.01	-	-
hypothetical_protein19_657	-	-	-	-	-	0.05125	-	0.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0790698	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.0530435	0.01	0.01	0.0521277	0.0833333	-	0.0504082	0.0496	0.01	0.01	0.01	0.01	0.0861538	0.01	0.01	0.01	0.01	0.01	0.244474	0.01	0.01	0.18069	0.01	0.01	0.0925	0.01	0.01	-	0.01	-	0.01	0.01	-
hypothetical_protein19_661	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.802439	-	-	0.844828	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein19_730	-	-	-	-	0.856	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein19_807	-	-	-	-	-	-	-	-	-	0.82766	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein19_882	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.815385	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein19_903	-	-	-	-	-	-	-	-	-	0.895349	-	-	-	-	-	-	-	-	0.923404	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein20_110	0.85	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.894118	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.908163	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein20_119	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.8875	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein20_130	-	-	-	-	-	-	-	-	-	-	0.896154	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein20_140	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein20_142	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.88	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein20_151	0.765217	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.922857	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.903571	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein20_152	0.882609	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.9	-	-	-	-	-	0.918182	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein20_164	-	-	-	-	-	-	-	-	0.85	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.882609	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein20_166	-	-	-	-	-	-	0.905263	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein20_167	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.88	-
hypothetical_protein20_189	-	-	-	-	-	-	0.85	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein20_76	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.897143	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein20_83	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.85	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein20_85	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.903571	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein20_98	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.915625	-	-	-	-	0.882609	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.913462	-	-	-	-	-	0.907692	-	-	-	-	-	-	-	-	-	-
hypothetical_protein21_120	-	-	-	-	-	-	-	-	-	-	0.91	0.889796	-	0.88	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein21_129	-	-	-	-	-	-	-	-	-	-	-	0.894118	-	0.88	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein21_132	-	-	-	-	-	-	-	-	-	-	-	0.892	-	0.871429	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein21_175	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.595	0.712	0.545135	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.685714	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein21_199	-	-	-	-	-	0.01	0.01	0.01	-	-	-	0.813793	-	0.8	0.9	-	0.838462	0.742857	-	-	-	-	-	0.64	-	0.625405	0.763261	-	0.01	0.01	0.0480769	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.0353846	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.071875	0.01	0.01	0.01	0.01	0.01	0.0496	0.01	0.01	0.142	0.01	0.071875	0.076	0.01	0.01	0.01	0.01	0.01	0.0344444	0.01	0.01
hypothetical_protein21_201	-	-	-	-	-	-	-	-	0.918182	-	-	0.733333	0.83125	0.8	-	-	-	-	0.9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein21_234	-	-	-	-	-	0.01	0.01	0.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.01	0.01	0.1	-	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.1	0.1	0.01	0.1	0.0807143	0.01	0.475	0.263636	0.1	0.1	0.1	0.1	-	-	0.01	0.01	0.1	0.01	0.01	0.01	0.01	-	0.1	-	-	0.01	0.01	0.1	0.01	-	0.01	-	0.01	0.01
hypothetical_protein21_256	-	-	-	-	-	0.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.1	-	0.1	-	-	-	-	-	-	-	-	0.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.1	-	-	-	-	-	-	0.1	-	-	-	-	-	-	-	-
hypothetical_protein21_30	0.73	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein21_48	0.792308	-	-	-	-	-	-	-	-	-	-	0.85	-	-	0.861538	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.894118	-	-	-	-	-	-	-	-
hypothetical_protein21_49	-	0.8	-	-	-	-	-	-	-	-	-	0.804348	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein21_54	0.792308	-	-	-	-	-	-	-	0.836364	-	-	0.8875	-	0.742857	0.8875	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.9	-	-	-	-	-	-	-	-
hypothetical_protein21_81	-	-	-	-	-	-	-	-	0.906897	-	0.742857	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein23_119	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.429492	-	0.5644	-	0.508305	-	0.478134	0.526522	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein23_131	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.860345	-	-	-	0.509854	-	0.478783	0.595634	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein23_135	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.892	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein23_144	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.82	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein23_155	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.534118	0.583158	0.73	0.631176	-	0.532303	-	0.478134	0.519143	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein23_186	-	-	-	-	0.861538	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.854054	0.73	0.857895	0.896154	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein23_218	-	0.195625	-	-	0.270526	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.55	-	0.208	0.0317385	0.127857	0.0404615	0.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein23_222	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.64	0.509381	0.566875	0.582344	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein23_226	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.902703	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein23_45	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.873077	0.84717	0.838	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein23_49	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.94375	-	-	-	-	0.841111	0.770179	0.805536	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein23_53	-	0.325	-	-	-	-	-	-	-	-	-	-	-	0.162308	0.096087	-	-	-	-	-	0.742857	0.82	0.629412	-	0.742188	0.535556	-	0.859375	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein23_54	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.483478	-	-	-	-	-	-	-	0.841176	-	-	-	-	0.859375	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein23_59	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.676	-	-	-	-	-	-	-	0.828571	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein23_86	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.5644	0.426842	-	0.82	-	-	0.817321	0.802	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein24_107	-	-	-	-	-	0.7624	0.843418	0.758256	-	-	-	-	-	-	-	-	-	-	0.01	-	-	-	-	-	-	0.01	0.0367568	0.01	-	-	0.802917	0.21625	0.23385	0.879669	0.921842	-	0.802	0.745882	0.806981	0.232973	0.168774	0.205021	0.327778	0.189751	0.168574	0.23077	0.30292	0.211727	0.173565	0.299929	0.305979	0.189217	0.3175	0.213386	0.261429	0.14814	0.224033	0.232602	0.201491	0.305403	0.166302	0.20552	0.175	0.247907	0.238462	0.26217	0.22355	0.787035	0.913227	0.898324	-	-	0.857059
hypothetical_protein24_119	-	-	-	-	-	-	-	-	-	0.01	-	-	-	-	-	-	-	-	0.01	-	-	-	-	-	-	0.483478	0.491622	0.425161	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein24_133	-	-	-	-	-	0.818291	0.851176	0.821942	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.918947	-	0.888698	0.67825	0.67825	0.900377	0.855625	0.904	0.797853	0.759653	0.840077	0.616122	0.544828	0.66736	0.717143	0.703	0.629695	0.655097	0.720613	0.613	0.604	0.633622	0.621111	0.582727	0.64578	0.605752	0.641714	0.604	0.6315	0.687368	0.597812	0.621471	0.604	0.635755	0.673882	0.685421	0.564835	0.684043	0.691064	0.75448	0.857871	0.902394	0.866842	0.811429	0.846273
hypothetical_protein24_18	-	-	-	-	-	0.872258	0.783793	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.911111	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein24_49	-	-	-	-	-	-	-	0.915581	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein24_76	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0861538	-	-	-	-	-	-	0.515102	0.531053	-	-	-	0.863286	-	-	0.917039	-	-	-	0.893548	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.860955	-	-	-	-	0.88
hypothetical_protein25_1065	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.874	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein25_1128	-	-	-	-	-	0.723942	0.517073	0.761446	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.767059	0.776901	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein25_124	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.927586	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.928409
hypothetical_protein25_127	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.925	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
